Local(a4),Profile(a20),SurveyNumber,Lat,Lon,Easting,Northing,OffLine,Depth1,Depth2,Date,Time(hhmmss),time(sec after midnight),Feature(a20)
FRF,1006,1116,36.18992085,-75.73925096,902845.016,275490.636,1317.872,1007.081,-11.47,-50.367,20150915,160222,57742
FRF,1006,1116,36.18992972,-75.73922337,902847.463,275491.702,1320.536,1007.245,-11.495,-50.359,20150915,160221,57741
FRF,1006,1116,36.1899467,-75.73917028,902852.175,275493.741,1325.661,1007.547,-11.521,-50.377,20150915,160219,57739
FRF,1006,1116,36.18995548,-75.73914453,902854.457,275494.791,1328.165,1007.752,-11.535,-50.384,20150915,160218,57738
FRF,1006,1116,36.18997324,-75.73909172,902859.14,275496.916,1333.292,1008.145,-11.564,-50.418,20150915,160216,57736
FRF,1006,1116,36.18998193,-75.73906399,902861.601,275497.962,1335.963,1008.285,-11.592,-50.44,20150915,160215,57735
FRF,1006,1116,36.19000782,-75.73897924,902869.126,275501.084,1344.102,1008.641,-11.632,-50.503,20150915,160212,57732
FRF,1006,1116,36.19001538,-75.7389508,902871.655,275502.007,1346.794,1008.642,-11.663,-50.513,20150915,160211,57731
FRF,1006,1116,36.19003043,-75.7388945,902876.662,275503.842,1352.127,1008.652,-11.693,-50.584,20150915,160209,57729
FRF,1006,1116,36.19003666,-75.7388658,902879.219,275504.617,1354.795,1008.504,-11.714,-50.574,20150915,160208,57728
FRF,1006,1116,36.19004225,-75.7388381,902881.689,275505.32,1357.356,1008.319,-11.741,-50.588,20150915,160207,57727
FRF,1006,1116,36.19004597,-75.73881037,902884.168,275505.814,1359.854,1007.934,-11.752,-50.612,20150915,160206,57726
FRF,1006,1116,36.19005446,-75.73875633,902888.996,275506.915,1364.767,1007.315,-11.783,-50.648,20150915,160204,57724
FRF,1006,1116,36.19005861,-75.73872876,902891.458,275507.457,1367.266,1006.982,-11.813,-50.639,20150915,160203,57723
FRF,1006,1116,36.19007601,-75.73864423,902898.994,275509.636,1375.093,1006.448,-11.851,-50.727,20150915,160200,57720
FRF,1006,1116,36.19008258,-75.738615,902901.598,275510.451,1377.818,1006.322,-11.882,-50.736,20150915,160159,57719
FRF,1006,1116,36.19009945,-75.73856027,902906.457,275512.484,1383.08,1006.568,-11.914,-50.804,20150915,160157,57717
FRF,1006,1116,36.19010703,-75.738534,902908.791,275513.402,1385.587,1006.632,-11.934,-50.8,20150915,160156,57716
FRF,1006,1116,36.19011608,-75.73850844,902911.055,275514.481,1388.084,1006.87,-11.965,-50.802,20150915,160155,57715
FRF,1006,1116,36.19012462,-75.73848267,902913.341,275515.505,1390.582,1007.049,-11.981,-50.825,20150915,160154,57714
FRF,1006,1116,36.19014245,-75.7384301,902918.002,275517.637,1395.691,1007.457,-12.007,-50.89,20150915,160152,57712
FRF,1006,1116,36.19015006,-75.73840299,902920.412,275518.562,1398.272,1007.5,-12.04,-50.882,20150915,160151,57711
FRF,1006,1116,36.19016659,-75.73834953,902925.157,275520.552,1403.412,1007.745,-12.078,-50.931,20150915,160149,57709
FRF,1006,1116,36.19018069,-75.73829316,902930.173,275522.283,1408.717,1007.654,-12.106,-50.966,20150915,160147,57707
FRF,1006,1116,36.19018972,-75.73823478,902935.389,275523.457,1414.02,1006.971,-12.137,-51.017,20150915,160145,57705
FRF,1006,1116,36.19019435,-75.73820622,902937.94,275524.054,1416.621,1006.658,-12.16,-51.03,20150915,160144,57704
FRF,1006,1116,36.19019637,-75.73817866,902940.41,275524.361,1419.047,1006.101,-12.188,-51.034,20150915,160143,57703
FRF,1006,1116,36.19019901,-75.73815158,902942.834,275524.733,1421.452,1005.62,-12.204,-51.047,20150915,160142,57702
FRF,1006,1116,36.19020695,-75.73806825,902950.297,275525.859,1428.849,1004.122,-12.229,-51.109,20150915,160139,57699
FRF,1006,1116,36.19021126,-75.73803996,902952.824,275526.422,1431.416,1003.786,-12.251,-51.093,20150915,160138,57698
FRF,1006,1116,36.19021793,-75.73798323,902957.9,275527.329,1436.496,1002.9,-12.282,-51.159,20150915,160136,57696
FRF,1006,1116,36.19022106,-75.7379546,902960.463,275527.761,1439.052,1002.428,-12.307,-51.141,20150915,160135,57695
FRF,1006,1116,36.1902293,-75.73789817,902965.505,275528.841,1444.159,1001.716,-12.334,-51.202,20150915,160133,57693
FRF,1006,1116,36.19023329,-75.73787071,902967.96,275529.365,1446.645,1001.368,-12.349,-51.236,20150915,160132,57692
FRF,1006,1116,36.19023869,-75.73784314,902970.418,275530.045,1449.187,1001.165,-12.377,-51.229,20150915,160131,57691
FRF,1006,1116,36.19024826,-75.73778712,902975.419,275531.272,1454.306,1000.606,-12.394,-51.232,20150915,160129,57689
FRF,1006,1116,36.19025516,-75.73775866,902977.953,275532.121,1456.978,1000.536,-12.41,-51.28,20150915,160128,57688
FRF,1006,1116,36.19026717,-75.73770116,902983.078,275533.623,1462.307,1000.192,-12.438,-51.287,20150915,160126,57686
FRF,1006,1116,36.19027573,-75.73767316,902985.565,275534.655,1464.997,1000.31,-12.465,-51.319,20150915,160125,57685
FRF,1006,1116,36.19028381,-75.73764546,902988.025,275535.633,1467.643,1000.386,-12.484,-51.368,20150915,160124,57684
FRF,1006,1116,36.19030276,-75.73759217,902992.746,275537.892,1472.852,1000.892,-12.518,-51.367,20150915,160122,57682
FRF,1006,1116,36.1903214,-75.7375385,902997.504,275540.119,1478.085,1001.355,-12.546,-51.374,20150915,160120,57680
FRF,1006,1116,36.19034125,-75.7374837,903002.358,275542.481,1483.455,1001.912,-12.573,-51.458,20150915,160118,57678
FRF,1006,1116,36.19035009,-75.73745626,903004.793,275543.543,1486.106,1002.076,-12.601,-51.46,20150915,160117,57677
FRF,1006,1116,36.19036152,-75.73743046,903007.07,275544.886,1488.705,1002.558,-12.634,-51.503,20150915,160116,57676
FRF,1006,1116,36.19037123,-75.73740451,903009.367,275546.04,1491.259,1002.856,-12.654,-51.504,20150915,160115,57675
FRF,1006,1116,36.19039921,-75.73732798,903016.146,275549.37,1498.768,1003.663,-12.685,-51.538,20150915,160112,57672
FRF,1006,1116,36.19040781,-75.73730155,903018.49,275550.402,1501.324,1003.83,-12.701,-51.558,20150915,160111,57671
FRF,1006,1116,36.19042517,-75.73724605,903023.416,275552.491,1506.667,1004.106,-12.714,-51.615,20150915,160109,57669
FRF,1006,1116,36.19043277,-75.7372176,903025.946,275553.418,1509.362,1004.11,-12.729,-51.584,20150915,160108,57668
FRF,1006,1116,36.19044004,-75.73718971,903028.427,275554.307,1511.997,1004.096,-12.754,-51.568,20150915,160107,57667
FRF,1006,1116,36.19044907,-75.7371623,903030.858,275555.389,1514.652,1004.28,-12.764,-51.615,20150915,160106,57666
FRF,1006,1116,36.19047095,-75.73708004,903038.173,275558.059,1522.439,1004.284,-12.782,-51.681,20150915,160103,57663
FRF,1006,1116,36.19047836,-75.73705213,903040.655,275558.963,1525.08,1004.283,-12.809,-51.666,20150915,160102,57662
FRF,1006,1116,36.19048674,-75.7370246,903043.099,275559.974,1527.723,1004.396,-12.837,-51.674,20150915,160101,57661
FRF,1006,1116,36.19049573,-75.73699706,903045.543,275561.052,1530.388,1004.572,-12.852,-51.703,20150915,160100,57660
FRF,1006,1116,36.19052358,-75.73691741,903052.601,275564.376,1538.158,1005.278,-12.879,-51.754,20150915,160057,57657
FRF,1006,1116,36.19053351,-75.73689173,903054.873,275565.553,1540.695,1005.606,-12.903,-51.756,20150915,160056,57656
FRF,1006,1116,36.19054339,-75.73686606,903057.145,275566.726,1543.232,1005.93,-12.936,-51.806,20150915,160055,57655
FRF,1006,1116,36.19055386,-75.73684061,903059.395,275567.962,1545.769,1006.321,-12.954,-51.79,20150915,160054,57654
FRF,1006,1116,36.19057391,-75.73678864,903063.994,275570.338,1550.904,1006.979,-12.973,-51.869,20150915,160052,57652
FRF,1006,1116,36.19059015,-75.73673459,903068.793,275572.3,1556.084,1007.179,-12.983,-51.845,20150915,160050,57650
FRF,1006,1116,36.19059972,-75.73670768,903071.178,275573.441,1558.716,1007.434,-12.999,-51.85,20150915,160049,57649
FRF,1006,1116,36.19060712,-75.73667937,903073.696,275574.345,1561.391,1007.421,-13.002,-51.855,20150915,160048,57648
FRF,1006,1116,36.19062397,-75.73662209,903078.784,275576.383,1566.869,1007.593,-13.019,-51.87,20150915,160046,57646
FRF,1006,1116,36.19063024,-75.73659334,903081.346,275577.164,1569.544,1007.45,-13.034,-51.882,20150915,160045,57645
FRF,1006,1116,36.19064467,-75.73653592,903086.455,275578.934,1574.95,1007.363,-13.053,-51.927,20150915,160043,57643
FRF,1006,1116,36.1906506,-75.73650727,903089.009,275579.676,1577.604,1007.186,-13.076,-51.925,20150915,160042,57642
FRF,1006,1116,36.19066433,-75.73645089,903094.027,275581.365,1582.897,1007.055,-13.096,-51.952,20150915,160040,57640
FRF,1006,1116,36.19067543,-75.73639614,903098.909,275582.758,1587.961,1006.692,-13.105,-51.983,20150915,160038,57638
FRF,1006,1116,36.19068076,-75.73636947,903101.287,275583.428,1590.424,1006.507,-13.131,-51.984,20150915,160037,57637
FRF,1006,1116,36.19068334,-75.73634227,903103.723,275583.795,1592.839,1006.017,-13.148,-51.969,20150915,160036,57636
FRF,1006,1116,36.19069445,-75.73625853,903111.21,275585.275,1600.38,1004.844,-13.165,-52.058,20150915,160033,57633
FRF,1006,1116,36.19069812,-75.73622886,903113.865,275585.769,1603.043,1004.399,-13.184,-52.034,20150915,160032,57632
FRF,1006,1116,36.19070321,-75.73617198,903118.959,275586.502,1608.081,1003.343,-13.201,-52.068,20150915,160030,57630
FRF,1006,1116,36.19070573,-75.73614484,903121.389,275586.861,1610.487,1002.849,-13.206,-52.079,20150915,160029,57629
FRF,1006,1116,36.19070816,-75.73611757,903123.832,275587.211,1612.902,1002.341,-13.224,-52.055,20150915,160028,57628
FRF,1006,1116,36.19071323,-75.73606282,903128.736,275587.936,1617.757,1001.343,-13.235,-52.082,20150915,160026,57626
FRF,1006,1116,36.19071651,-75.73603525,903131.202,275588.381,1620.227,1000.916,-13.249,-52.127,20150915,160025,57625
FRF,1006,1116,36.19072431,-75.73597863,903136.264,275589.413,1625.336,1000.153,-13.273,-52.121,20150915,160023,57623
FRF,1006,1116,36.19072932,-75.73595017,903138.804,275590.054,1627.942,999.885,-13.295,-52.147,20150915,160022,57622
FRF,1006,1116,36.19073559,-75.73592156,903141.353,275590.833,1630.604,999.744,-13.319,-52.178,20150915,160021,57621
FRF,1006,1116,36.19074619,-75.73586641,903146.273,275592.171,1635.684,999.316,-13.336,-52.193,20150915,160019,57619
FRF,1006,1116,36.19075108,-75.73584058,903148.577,275592.791,1638.061,999.11,-13.35,-52.248,20150915,160018,57618
FRF,1006,1116,36.19075905,-75.73578864,903153.217,275593.829,1642.776,998.496,-13.368,-52.205,20150915,160016,57616
FRF,1006,1116,36.19076323,-75.73573497,903158.026,275594.45,1647.507,997.433,-13.377,-52.215,20150915,160014,57614
FRF,1006,1116,36.19076968,-75.73570794,903160.433,275595.245,1650.041,997.356,-13.383,-52.268,20150915,160013,57613
FRF,1006,1116,36.19077068,-75.73568022,903162.921,275595.439,1652.445,996.686,-13.397,-52.237,20150915,160012,57612
FRF,1006,1116,36.19078534,-75.73560035,903170.048,275597.301,1659.779,995.995,-13.419,-52.278,20150915,160009,57609
FRF,1006,1116,36.19079301,-75.73557388,903172.399,275598.229,1662.305,996.062,-13.427,-52.279,20150915,160008,57608
FRF,1006,1116,36.19080304,-75.73554798,903174.691,275599.418,1664.866,996.394,-13.447,-52.324,20150915,160007,57607
FRF,1006,1116,36.19081109,-75.73552127,903177.063,275600.391,1667.428,996.496,-13.46,-52.306,20150915,160006,57606
FRF,1006,1116,36.19084522,-75.73544433,903183.855,275604.403,1675.183,997.939,-13.471,-52.338,20150915,160003,57603
FRF,1006,1116,36.19085657,-75.73541797,903186.184,275605.74,1677.829,998.398,-13.479,-52.343,20150915,160002,57602
FRF,1006,1116,36.19086601,-75.7353909,903188.583,275606.867,1680.469,998.635,-13.489,-52.337,20150915,160001,57601
FRF,1006,1116,36.19088806,-75.73533833,903193.228,275609.468,1685.724,999.489,-13.496,-52.36,20150915,155959,57599
FRF,1006,1116,36.19089775,-75.73531187,903195.572,275610.62,1688.32,999.768,-13.502,-52.359,20150915,155958,57598
FRF,1006,1116,36.19091065,-75.73528697,903197.763,275612.125,1690.894,1000.432,-13.514,-52.373,20150915,155957,57597
FRF,1006,1116,36.1909294,-75.73523448,903202.413,275614.359,1696.028,1000.939,-13.534,-52.37,20150915,155955,57595
FRF,1006,1116,36.19094792,-75.73518045,903207.203,275616.574,1701.287,1001.379,-13.547,-52.4,20150915,155953,57593
FRF,1006,1116,36.1909578,-75.73515365,903209.576,275617.748,1703.919,1001.67,-13.564,-52.456,20150915,155952,57592
FRF,1006,1116,36.19096692,-75.7351268,903211.957,275618.839,1706.529,1001.88,-13.586,-52.425,20150915,155951,57591
FRF,1006,1116,36.19098469,-75.73507471,903216.574,275620.964,1711.595,1002.295,-13.608,-52.458,20150915,155949,57589
FRF,1006,1116,36.19100216,-75.73502037,903221.396,275623.062,1716.844,1002.615,-13.621,-52.484,20150915,155947,57587
FRF,1006,1116,36.19101869,-75.73496424,903226.381,275625.062,1722.212,1002.787,-13.652,-52.505,20150915,155945,57585
FRF,1006,1116,36.19102739,-75.73493733,903228.768,275626.106,1724.812,1002.951,-13.675,-52.524,20150915,155944,57584
FRF,1006,1116,36.19104368,-75.73488308,903233.587,275628.072,1730.013,1003.147,-13.686,-52.578,20150915,155942,57582
FRF,1006,1116,36.1910521,-75.73485561,903236.025,275629.087,1732.651,1003.266,-13.696,-52.575,20150915,155941,57581
FRF,1006,1116,36.19106661,-75.73480106,903240.876,275630.859,1737.816,1003.27,-13.698,-52.536,20150915,155939,57579
FRF,1006,1116,36.19107431,-75.73477442,903243.243,275631.792,1740.359,1003.336,-13.692,-52.556,20150915,155938,57578
FRF,1006,1116,36.19108048,-75.73474741,903245.648,275632.555,1742.88,1003.229,-13.701,-52.536,20150915,155937,57577
FRF,1006,1116,36.19108769,-75.73472063,903248.029,275633.434,1745.418,1003.24,-13.719,-52.547,20150915,155936,57576
FRF,1006,1116,36.19110288,-75.73466836,903252.673,275635.273,1750.411,1003.377,-13.735,-52.62,20150915,155934,57574
FRF,1006,1116,36.19111092,-75.73464233,903254.984,275636.242,1752.914,1003.496,-13.75,-52.623,20150915,155933,57573
FRF,1006,1116,36.19112716,-75.73458872,903259.744,275638.202,1758.058,1003.708,-13.767,-52.633,20150915,155931,57571
FRF,1006,1116,36.19114606,-75.73453371,903264.62,275640.461,1763.413,1004.161,-13.774,-52.611,20150915,155929,57569
FRF,1006,1116,36.19115435,-75.73450685,903267.004,275641.46,1765.995,1004.283,-13.789,-52.631,20150915,155928,57568
FRF,1006,1116,36.19117282,-75.73445588,903271.519,275643.658,1770.989,1004.802,-13.8,-52.657,20150915,155926,57566
FRF,1006,1116,36.19119107,-75.7344053,903276,275645.832,1775.944,1005.31,-13.822,-52.696,20150915,155924,57564
FRF,1006,1116,36.19119829,-75.73437895,903278.342,275646.711,1778.445,1005.334,-13.837,-52.691,20150915,155923,57563
FRF,1006,1116,36.19120727,-75.73435218,903280.715,275647.786,1781.043,1005.531,-13.845,-52.72,20150915,155922,57562
FRF,1006,1116,36.19122007,-75.73429741,903285.593,275649.368,1786.168,1005.347,-13.846,-52.708,20150915,155920,57560
FRF,1006,1116,36.19122615,-75.7342705,903287.99,275650.121,1788.678,1005.234,-13.853,-52.695,20150915,155919,57559
FRF,1006,1116,36.19123642,-75.73421652,903292.805,275651.42,1793.646,1004.806,-13.863,-52.701,20150915,155917,57557
FRF,1006,1116,36.19124039,-75.73418903,903295.262,275651.942,1796.133,1004.455,-13.871,-52.728,20150915,155916,57556
FRF,1006,1116,36.19124368,-75.73416125,903297.747,275652.389,1798.621,1004.024,-13.884,-52.766,20150915,155915,57555
FRF,1006,1116,36.1912468,-75.73410579,903302.722,275652.899,1803.47,1002.799,-13.896,-52.749,20150915,155913,57553
FRF,1006,1116,36.19125029,-75.73405174,903307.567,275653.446,1808.21,1001.654,-13.904,-52.762,20150915,155911,57551
FRF,1006,1116,36.19125482,-75.73399845,903312.342,275654.106,1812.922,1000.639,-13.912,-52.759,20150915,155909,57549
FRF,1006,1116,36.19125749,-75.73397106,903314.795,275654.483,1815.356,1000.153,-13.925,-52.766,20150915,155908,57548
FRF,1006,1116,36.19126685,-75.73391652,903319.663,275655.682,1820.34,999.613,-13.945,-52.807,20150915,155906,57546
FRF,1006,1116,36.19128065,-75.73386308,903324.417,275657.372,1825.385,999.573,-13.966,-52.815,20150915,155904,57544
FRF,1006,1116,36.19128932,-75.73383698,903326.731,275658.41,1827.915,999.755,-13.983,-52.862,20150915,155903,57543
FRF,1006,1116,36.19129916,-75.73381171,903328.968,275659.576,1830.416,1000.085,-13.992,-52.864,20150915,155902,57542
FRF,1006,1116,36.19131909,-75.73376071,903333.479,275661.937,1835.463,1000.758,-14.011,-52.85,20150915,155900,57540
FRF,1006,1116,36.19133879,-75.73370784,903338.161,275664.279,1840.663,1001.356,-14.028,-52.853,20150915,155858,57538
FRF,1006,1116,36.19134949,-75.73368027,903340.6,275665.546,1843.389,1001.711,-14.038,-52.911,20150915,155857,57537
FRF,1006,1116,36.19135815,-75.73365236,903343.078,275666.59,1846.075,1001.843,-14.05,-52.945,20150915,155856,57536
FRF,1006,1116,36.19137396,-75.73359789,903347.916,275668.504,1851.276,1001.985,-14.058,-52.915,20150915,155854,57534
FRF,1006,1116,36.1913883,-75.73354601,903352.528,275670.248,1856.206,1002.044,-14.056,-52.909,20150915,155852,57532
FRF,1006,1116,36.19139705,-75.73352031,903354.806,275671.295,1858.705,1002.248,-14.064,-52.894,20150915,155851,57531
FRF,1006,1116,36.19141141,-75.73346618,903359.619,275673.047,1863.827,1002.246,-14.072,-52.903,20150915,155849,57529
FRF,1006,1116,36.19141927,-75.73343834,903362.094,275674.001,1866.479,1002.294,-14.089,-52.981,20150915,155848,57528
FRF,1006,1116,36.19142735,-75.73341014,903364.6,275674.981,1869.169,1002.357,-14.103,-52.956,20150915,155847,57527
FRF,1006,1116,36.19144312,-75.73335587,903369.42,275676.89,1874.351,1002.5,-14.124,-52.994,20150915,155845,57525
FRF,1006,1116,36.19145879,-75.73330381,903374.044,275678.782,1879.343,1002.694,-14.13,-52.968,20150915,155843,57523
FRF,1006,1116,36.19146812,-75.7332789,903376.249,275679.891,1881.795,1002.981,-14.143,-53.009,20150915,155842,57522
FRF,1006,1116,36.19147667,-75.73325353,903378.498,275680.914,1884.258,1003.172,-14.148,-53.008,20150915,155841,57521
FRF,1006,1116,36.19150565,-75.73317638,903385.328,275684.357,1891.854,1004.068,-14.16,-53.02,20150915,155838,57518
FRF,1006,1116,36.19151427,-75.73314919,903387.741,275685.393,1894.476,1004.215,-14.166,-53.022,20150915,155837,57517
FRF,1006,1116,36.1915239,-75.7331223,903390.123,275686.54,1897.107,1004.477,-14.184,-53.026,20150915,155836,57516
FRF,1006,1116,36.19154065,-75.73306849,903394.9,275688.558,1902.286,1004.737,-14.197,-53.04,20150915,155834,57514
FRF,1006,1116,36.19155705,-75.7330152,903399.63,275690.534,1907.407,1004.974,-14.21,-53.096,20150915,155832,57512
FRF,1006,1116,36.1915617,-75.73298849,903402.014,275691.129,1909.85,1004.717,-14.225,-53.083,20150915,155831,57511
FRF,1006,1116,36.19156888,-75.73296201,903404.368,275692.003,1912.361,1004.732,-14.24,-53.087,20150915,155830,57510
FRF,1006,1116,36.19157332,-75.73293544,903406.741,275692.574,1914.786,1004.456,-14.239,-53.105,20150915,155829,57509
FRF,1006,1116,36.1915808,-75.73288302,903411.426,275693.559,1919.526,1003.777,-14.254,-53.112,20150915,155827,57507
FRF,1006,1116,36.19158281,-75.73285587,903413.859,275693.863,1921.916,1003.229,-14.27,-53.096,20150915,155826,57506
FRF,1006,1116,36.19159286,-75.73277479,903421.111,275695.216,1929.192,1002.017,-14.279,-53.156,20150915,155823,57503
FRF,1006,1116,36.19159708,-75.73274929,903423.389,275695.76,1931.519,1001.748,-14.286,-53.166,20150915,155822,57502
FRF,1006,1116,36.19160937,-75.73270041,903427.738,275697.268,1936.121,1001.676,-14.291,-53.148,20150915,155820,57500
FRF,1006,1116,36.19161769,-75.7326763,903429.875,275698.262,1938.47,1001.878,-14.29,-53.147,20150915,155819,57499
FRF,1006,1116,36.19162444,-75.73235543,903458.696,275699.96,1966.13,993.604,-14.413,-53.27,20150915,155807,57487
FRF,960,1116,36.1859471,-75.75241099,901676.361,275011.135,55.674,956.758,3.905,-34.961,20150915,162152,58912
FRF,960,1116,36.18595338,-75.75239556,901677.726,275011.877,57.211,956.988,3.565,-35.301,20150915,162151,58911
FRF,960,1116,36.18596145,-75.75237715,901679.351,275012.827,59.063,957.324,3.371,-35.495,20150915,162150,58910
FRF,960,1116,36.18597043,-75.75235481,901681.327,275013.888,61.283,957.644,3.188,-35.678,20150915,162149,58909
FRF,960,1116,36.1859803,-75.75233006,901683.516,275015.056,63.739,957.992,3.003,-35.863,20150915,162148,58908
FRF,960,1116,36.1859908,-75.75230415,901685.808,275016.297,66.318,958.373,2.903,-35.963,20150915,162147,58907
FRF,960,1116,36.18600135,-75.7522787,901688.057,275017.541,68.857,958.772,2.77,-36.096,20150915,162146,58906
FRF,960,1116,36.18600936,-75.7522598,901689.727,275018.486,70.749,959.088,2.247,-36.619,20150915,162145,58905
FRF,960,1116,36.18602068,-75.75223635,901691.794,275019.81,73.145,959.624,2.013,-36.853,20150915,162144,58904
FRF,960,1116,36.18603304,-75.75220874,901694.232,275021.261,75.932,960.152,1.962,-36.904,20150915,162143,58903
FRF,960,1116,36.18604539,-75.752184,901696.411,275022.705,78.474,960.763,1.921,-36.945,20150915,162142,58902
FRF,960,1116,36.1860579,-75.75215872,901698.639,275024.166,81.067,961.373,1.743,-37.123,20150915,162141,58901
FRF,960,1116,36.18607098,-75.75213392,901700.821,275025.69,83.639,962.057,1.468,-37.398,20150915,162140,58900
FRF,960,1116,36.18608379,-75.75210842,901703.067,275027.186,86.262,962.694,1.121,-37.745,20150915,162139,58899
FRF,960,1116,36.18609564,-75.75208365,901705.251,275028.573,88.789,963.249,0.734,-38.132,20150915,162138,58898
FRF,960,1116,36.18610558,-75.75205783,901707.536,275029.75,91.339,963.572,0.573,-38.293,20150915,162137,58897
FRF,960,1116,36.18611365,-75.75203443,901709.61,275030.715,93.618,963.769,0.315,-38.551,20150915,162136,58896
FRF,960,1116,36.18611966,-75.75201318,901711.5,275031.444,95.643,963.807,0.039,-38.827,20150915,162135,58895
FRF,960,1116,36.1861278,-75.75198979,901713.573,275032.416,97.924,964.01,-0.146,-39.012,20150915,162134,58894
FRF,960,1116,36.18613386,-75.7519668,901715.618,275033.155,100.098,964.004,-0.267,-39.133,20150915,162133,58893
FRF,960,1116,36.18613972,-75.75194536,901717.524,275033.868,102.133,964.021,-0.56,-39.426,20150915,162132,58892
FRF,960,1116,36.18614569,-75.75192228,901719.577,275034.598,104.312,964.004,-0.716,-39.582,20150915,162131,58891
FRF,960,1116,36.18614852,-75.751903,901721.3,275034.969,106.058,963.763,-0.828,-39.694,20150915,162130,58890
FRF,960,1116,36.18615061,-75.7518896,901722.497,275035.24,107.275,963.607,-0.979,-39.845,20150915,162129,58889
FRF,960,1116,36.18615303,-75.75187851,901723.485,275035.541,108.306,963.552,-1.147,-39.869,20150915,162128,58888
FRF,960,1116,36.18615679,-75.7518676,901724.453,275035.99,109.37,963.642,-1.294,-39.754,20150915,162127,58887
FRF,960,1116,36.18616657,-75.75183986,901726.911,275037.156,112.078,963.896,-1.481,-39.76,20150915,162125,58885
FRF,960,1116,36.18617392,-75.7518232,901728.382,275038.021,113.757,964.205,-1.65,-39.827,20150915,162124,58884
FRF,960,1116,36.18619806,-75.7517644,901733.581,275040.87,119.617,965.101,-1.826,-40.034,20150915,162121,58881
FRF,960,1116,36.18620554,-75.75174221,901735.549,275041.766,121.773,965.269,-1.953,-40.019,20150915,162120,58880
FRF,960,1116,36.18621867,-75.75169328,901739.9,275043.366,126.409,965.283,-2.079,-39.96,20150915,162118,58878
FRF,960,1116,36.18622509,-75.75166671,901742.266,275044.157,128.902,965.216,-2.143,-40.049,20150915,162117,58877
FRF,960,1116,36.18623215,-75.75163851,901744.775,275045.022,131.556,965.169,-2.21,-40.002,20150915,162116,58876
FRF,960,1116,36.18623818,-75.75161029,901747.291,275045.774,134.177,965.014,-2.252,-40.069,20150915,162115,58875
FRF,960,1116,36.18624922,-75.75155512,901752.21,275047.16,139.274,964.632,-2.28,-40.109,20150915,162113,58873
FRF,960,1116,36.18625506,-75.75152853,901754.58,275047.886,141.749,964.502,-2.286,-40.06,20150915,162112,58872
FRF,960,1116,36.18626506,-75.75147544,901759.316,275049.151,146.632,964.069,-2.286,-40.031,20150915,162110,58870
FRF,960,1116,36.18626851,-75.75144876,901761.702,275049.613,149.032,963.686,-2.267,-40.038,20150915,162109,58869
FRF,960,1116,36.18627914,-75.75139761,901766.262,275050.943,153.771,963.374,-2.264,-39.917,20150915,162107,58867
FRF,960,1116,36.18628551,-75.75137191,901768.55,275051.724,156.189,963.325,-2.267,-39.873,20150915,162106,58866
FRF,960,1116,36.18630458,-75.75129111,901775.744,275054.077,163.753,963.072,-2.285,-39.966,20150915,162103,58863
FRF,960,1116,36.18631252,-75.75126335,901778.211,275055.039,166.401,963.131,-2.312,-39.904,20150915,162102,58862
FRF,960,1116,36.1863208,-75.75123503,901780.728,275056.041,169.109,963.21,-2.36,-39.891,20150915,162101,58861
FRF,960,1116,36.18632955,-75.75120596,901783.309,275057.097,171.895,963.319,-2.391,-39.867,20150915,162100,58860
FRF,960,1116,36.18636165,-75.75111671,901791.217,275060.919,180.634,964.202,-2.478,-39.945,20150915,162057,58857
FRF,960,1116,36.1863732,-75.75108616,901793.921,275062.291,183.644,964.565,-2.469,-39.936,20150915,162056,58856
FRF,960,1116,36.18639413,-75.75102602,901799.252,275064.789,189.508,965.086,-2.503,-40.022,20150915,162054,58854
FRF,960,1116,36.186404,-75.75099645,901801.874,275065.97,192.376,965.298,-2.511,-39.993,20150915,162053,58853
FRF,960,1116,36.18641206,-75.75096689,901804.503,275066.952,195.182,965.32,-2.528,-39.995,20150915,162052,58852
FRF,960,1116,36.18641921,-75.75093795,901807.079,275067.83,197.903,965.263,-2.535,-40.01,20150915,162051,58851
FRF,960,1116,36.18643255,-75.75088124,901812.128,275069.476,203.211,965.081,-2.561,-40.098,20150915,162049,58849
FRF,960,1116,36.18643827,-75.75085306,901814.641,275070.193,205.817,964.894,-2.595,-40.127,20150915,162048,58848
FRF,960,1116,36.18644814,-75.75079747,901819.603,275071.451,210.91,964.377,-2.66,-40.062,20150915,162046,58846
FRF,960,1116,36.18645165,-75.75077026,901822.037,275071.921,213.358,963.985,-2.726,-40.033,20150915,162045,58845
FRF,960,1116,36.18645873,-75.75071516,901826.965,275072.868,218.312,963.187,-2.819,-39.895,20150915,162043,58843
FRF,960,1116,36.18646238,-75.75068614,901829.561,275073.358,220.919,962.758,-2.908,-39.885,20150915,162042,58842
FRF,960,1116,36.18647272,-75.75062536,901834.987,275074.684,226.471,962.146,-3.03,-39.86,20150915,162040,58840
FRF,960,1116,36.18647873,-75.75059418,901837.769,275075.443,229.345,961.907,-3.12,-39.919,20150915,162039,58839
FRF,960,1116,36.18649014,-75.75053242,901843.28,275076.89,235.018,961.379,-3.231,-40.009,20150915,162037,58837
FRF,960,1116,36.18649627,-75.75050276,901845.924,275077.657,237.765,961.194,-3.325,-40.029,20150915,162036,58836
FRF,960,1116,36.18650803,-75.75044731,901850.867,275079.125,242.912,960.881,-3.435,-40.129,20150915,162034,58834
