Local(a4),Profile(a20),SurveyNumber,Lat,Lon,Easting,Northing,OffLine,Depth1,Depth2,Date,Time(hhmmss),time(sec after midnight),Feature(a20)
FRF,960,1116,36.18651386,-75.7504207,901853.237,275079.849,245.386,960.749,-3.514,-40.006,20150915,162033,58833
FRF,960,1116,36.18652859,-75.75036753,901857.964,275081.639,250.441,960.812,-3.623,-39.866,20150915,162031,58831
FRF,960,1116,36.18653604,-75.7503392,901860.484,275082.549,253.12,960.805,-3.711,-39.926,20150915,162030,58830
FRF,960,1116,36.18655515,-75.75028041,901865.7,275084.841,258.805,961.172,-3.828,-39.836,20150915,162028,58828
FRF,960,1116,36.18656495,-75.75025022,901868.378,275086.017,261.724,961.36,-3.923,-39.83,20150915,162027,58827
FRF,960,1116,36.18658422,-75.75018918,901873.796,275088.334,267.608,961.681,-4.045,-42.948,20150915,162025,58825
FRF,960,1116,36.186594,-75.75015928,901876.449,275089.507,270.502,961.875,-4.149,-42.988,20150915,162024,58824
FRF,960,1116,36.18661234,-75.75010191,901881.54,275091.71,276.04,962.201,-4.275,-43.17,20150915,162022,58822
FRF,960,1116,36.18662098,-75.75007439,901883.983,275092.749,278.691,962.341,-4.369,-43.217,20150915,162021,58821
FRF,960,1116,36.18663879,-75.75001987,901888.82,275094.885,283.967,962.691,-4.476,-43.379,20150915,162019,58819
FRF,960,1116,36.18664841,-75.7499926,901891.237,275096.032,286.631,962.941,-4.552,-43.422,20150915,162018,58818
FRF,960,1116,36.18666592,-75.74993704,901896.168,275098.137,291.984,963.231,-4.646,-43.524,20150915,162016,58816
FRF,960,1116,36.18667476,-75.74990916,901898.643,275099.2,294.674,963.382,-4.713,-43.551,20150915,162015,58815
FRF,960,1116,36.18668945,-75.74985133,901903.788,275101,300.124,963.311,-4.79,-43.685,20150915,162013,58813
FRF,960,1116,36.18669661,-75.7498208,901906.507,275101.883,302.981,963.21,-4.851,-43.713,20150915,162012,58812
FRF,960,1116,36.18670944,-75.74975814,901912.093,275103.49,308.78,962.807,-4.936,-43.807,20150915,162010,58810
FRF,960,1116,36.18671701,-75.74972701,901914.864,275104.422,311.702,962.733,-4.988,-43.832,20150915,162009,58809
FRF,960,1116,36.18672723,-75.74966543,901920.364,275105.737,317.32,962.086,-5.014,-43.972,20150915,162007,58807
FRF,960,1116,36.18673363,-75.74963585,901923,275106.533,320.069,961.931,-5.024,-43.946,20150915,162006,58806
FRF,960,1116,36.1867436,-75.74957795,901928.169,275107.81,325.363,961.361,-5.012,-43.843,20150915,162004,58804
FRF,960,1116,36.18674975,-75.74954896,901930.753,275108.577,328.053,961.196,-4.968,-43.856,20150915,162003,58803
FRF,960,1116,36.18676111,-75.74948909,901936.094,275110.013,333.563,960.717,-4.919,-43.772,20150915,162001,58801
FRF,960,1116,36.18676582,-75.7494573,901938.935,275110.629,336.443,960.322,-4.892,-43.755,20150915,162000,58800
FRF,960,1116,36.18677742,-75.74939376,901944.605,275112.103,342.275,959.766,-4.853,-43.699,20150915,161958,58798
FRF,960,1116,36.18678233,-75.74936246,901947.401,275112.739,345.12,959.406,-4.824,-43.71,20150915,161957,58797
FRF,960,1116,36.1867946,-75.74930265,901952.733,275114.277,350.656,959.025,-4.796,-43.657,20150915,161955,58795
FRF,960,1116,36.1868002,-75.74927452,901955.243,275114.981,353.256,958.827,-4.773,-43.629,20150915,161954,58794
FRF,960,1116,36.18682009,-75.74919199,901962.59,275117.43,360.997,958.612,-4.767,-43.613,20150915,161951,58791
FRF,960,1116,36.18682763,-75.74916242,901965.22,275118.353,363.784,958.579,-4.768,-43.587,20150915,161950,58790
FRF,960,1116,36.18683494,-75.74913241,901967.892,275119.251,366.602,958.507,-4.752,-43.678,20150915,161949,58789
FRF,960,1116,36.18684233,-75.74910243,901970.561,275120.16,369.421,958.447,-4.734,-43.664,20150915,161948,58788
FRF,960,1116,36.18685743,-75.74904384,901975.774,275122.007,374.951,958.398,-4.714,-43.549,20150915,161946,58786
FRF,960,1116,36.18686457,-75.74901448,901978.387,275122.885,377.707,958.328,-4.672,-43.522,20150915,161945,58785
FRF,960,1116,36.18687738,-75.7489549,901983.697,275124.482,383.243,958.01,-4.649,-43.486,20150915,161943,58783
FRF,960,1116,36.18688314,-75.74892534,901986.333,275125.207,385.968,957.788,-4.646,-43.467,20150915,161942,58782
FRF,960,1116,36.18689415,-75.74886649,901991.584,275126.601,391.379,957.3,-4.635,-43.551,20150915,161940,58780
FRF,960,1116,36.18689947,-75.74883664,901994.248,275127.279,394.114,957.025,-4.626,-43.532,20150915,161939,58779
FRF,960,1116,36.18691138,-75.74877844,901999.437,275128.771,399.5,956.65,-4.642,-43.467,20150915,161937,58777
FRF,960,1116,36.18691815,-75.74875017,902001.954,275129.606,402.151,956.572,-4.636,-43.444,20150915,161936,58776
FRF,960,1116,36.18693356,-75.7486947,902006.885,275131.478,407.425,956.643,-4.68,-43.546,20150915,161934,58774
FRF,960,1116,36.18694224,-75.74866599,902009.435,275132.526,410.179,956.754,-4.653,-43.518,20150915,161933,58773
FRF,960,1116,36.18697343,-75.74857438,902017.557,275136.255,419.087,957.476,-4.68,-43.554,20150915,161930,58770
FRF,960,1116,36.18698487,-75.74854344,902020.298,275137.614,422.128,957.814,-4.684,-43.544,20150915,161929,58769
FRF,960,1116,36.18699616,-75.74851322,902022.974,275138.955,425.101,958.158,-4.713,-43.564,20150915,161928,58768
FRF,960,1116,36.18700728,-75.74848409,902025.552,275140.274,427.975,958.514,-4.745,-43.565,20150915,161927,58767
FRF,960,1116,36.1870368,-75.74840117,902032.899,275143.792,436.083,959.304,-4.799,-43.664,20150915,161924,58764
FRF,960,1116,36.18704639,-75.74837345,902035.357,275144.938,438.784,959.539,-4.845,-43.71,20150915,161923,58763
FRF,960,1116,36.18706444,-75.74831498,902040.548,275147.112,444.406,959.804,-4.857,-43.745,20150915,161921,58761
FRF,960,1116,36.18707262,-75.74828517,902043.198,275148.107,447.237,959.831,-4.872,-43.761,20150915,161920,58760
FRF,960,1116,36.18707997,-75.74825455,902045.924,275149.012,450.108,959.748,-4.884,-43.73,20150915,161919,58759
FRF,960,1116,36.18708818,-75.74822436,902048.609,275150.011,452.972,959.767,-4.89,-43.737,20150915,161918,58758
FRF,960,1116,36.18710167,-75.74816211,902054.155,275151.691,458.758,959.447,-4.902,-43.77,20150915,161916,58756
FRF,960,1116,36.18711335,-75.74810415,902059.324,275153.157,464.117,959.054,-4.92,-43.775,20150915,161914,58754
FRF,960,1116,36.1871221,-75.74805001,902064.16,275154.287,469.048,958.46,-4.952,-43.824,20150915,161912,58752
FRF,960,1116,36.18712801,-75.7480233,902066.539,275155.022,471.534,958.335,-4.985,-43.82,20150915,161911,58751
FRF,960,1116,36.18713628,-75.74796673,902071.595,275156.105,476.656,957.622,-5.028,-43.898,20150915,161909,58749
FRF,960,1116,36.18714165,-75.74793655,902074.288,275156.79,479.42,957.343,-5.068,-43.934,20150915,161908,58748
FRF,960,1116,36.18715153,-75.74787387,902079.888,275158.069,485.12,956.627,-5.126,-43.989,20150915,161906,58746
FRF,960,1116,36.18715645,-75.74784188,902082.746,275158.71,488.024,956.251,-5.173,-44.025,20150915,161905,58745
FRF,960,1116,36.1871667,-75.74777795,902088.456,275160.035,493.843,955.54,-5.222,-44.109,20150915,161903,58743
FRF,960,1116,36.1871737,-75.74774647,902091.261,275160.904,496.776,955.396,-5.264,-44.131,20150915,161902,58742
FRF,960,1116,36.1871796,-75.74771523,902094.048,275161.651,499.65,955.144,-5.329,-44.179,20150915,161901,58741
FRF,960,1116,36.18718641,-75.7476848,902096.759,275162.495,502.486,955.008,-5.382,-44.201,20150915,161900,58740
FRF,960,1116,36.18720945,-75.74759559,902104.696,275165.313,510.908,954.938,-5.437,-44.35,20150915,161857,58737
FRF,960,1116,36.18721679,-75.74756514,902107.406,275166.217,513.764,954.859,-5.485,-44.372,20150915,161856,58736
FRF,960,1116,36.187225,-75.74753461,902110.121,275167.217,516.657,954.869,-5.546,-44.408,20150915,161855,58735
FRF,960,1116,36.18723217,-75.74750405,902112.842,275168.103,519.517,954.77,-5.58,-44.421,20150915,161854,58734
FRF,960,1116,36.18724646,-75.7474459,902118.019,275169.859,524.983,954.647,-5.632,-44.503,20150915,161852,58732
FRF,960,1116,36.18725259,-75.74741779,902120.523,275170.622,527.597,954.506,-5.681,-44.522,20150915,161851,58731
FRF,960,1116,36.18727387,-75.74733408,902127.971,275173.229,535.487,954.405,-5.743,-44.633,20150915,161848,58728
FRF,960,1116,36.18728222,-75.74730545,902130.515,275174.239,538.223,954.483,-5.785,-44.65,20150915,161847,58727
FRF,960,1116,36.18730167,-75.74724724,902135.678,275176.567,543.871,954.902,-5.85,-44.734,20150915,161845,58725
FRF,960,1116,36.18731109,-75.74721706,902138.357,275177.701,546.776,955.05,-5.891,-44.748,20150915,161844,58724
FRF,960,1116,36.18732234,-75.74718709,902141.01,275179.037,549.727,955.397,-5.944,-44.809,20150915,161843,58723
FRF,960,1116,36.18733279,-75.74715623,902143.746,275180.286,552.725,955.634,-5.984,-44.839,20150915,161842,58722
FRF,960,1116,36.18735203,-75.74709547,902149.139,275182.6,558.584,955.961,-6.037,-44.914,20150915,161840,58720
FRF,960,1116,36.18736074,-75.74706642,902151.719,275183.651,561.368,956.065,-6.078,-44.936,20150915,161839,58719
FRF,960,1116,36.18737734,-75.74701115,902156.628,275185.655,566.667,956.267,-6.134,-45.01,20150915,161837,58717
FRF,960,1116,36.18738561,-75.74698323,902159.108,275186.655,569.339,956.357,-6.18,-45.014,20150915,161836,58716
FRF,960,1116,36.18741583,-75.74689975,902166.503,275190.252,577.519,957.204,-6.254,-45.119,20150915,161833,58713
FRF,960,1116,36.18742727,-75.74687134,902169.016,275191.604,580.343,957.614,-6.28,-45.145,20150915,161832,58712
FRF,960,1116,36.18744923,-75.7468134,902174.144,275194.211,586.053,958.307,-6.355,-45.241,20150915,161830,58710
FRF,960,1116,36.18746091,-75.74678403,902176.742,275195.593,588.968,958.716,-6.397,-45.284,20150915,161829,58709
FRF,960,1116,36.18747268,-75.7467553,902179.282,275196.983,591.83,959.152,-6.441,-45.309,20150915,161828,58708
FRF,960,1116,36.18748474,-75.74672735,902181.751,275198.403,594.636,959.641,-6.472,-45.329,20150915,161827,58707
FRF,960,1116,36.18750846,-75.74667502,902186.37,275201.188,599.929,960.676,-6.511,-45.369,20150915,161825,58705
FRF,960,1116,36.18752054,-75.74664964,902188.608,275202.602,602.516,961.238,-6.528,-45.393,20150915,161824,58704
FRF,960,1116,36.18755291,-75.74656395,902196.193,275206.445,610.959,962.251,-6.6,-45.479,20150915,161821,58701
FRF,960,1116,36.18756306,-75.74653264,902198.971,275207.663,613.986,962.445,-6.643,-45.513,20150915,161820,58700
FRF,960,1116,36.18757107,-75.74650008,902201.869,275208.647,617.046,962.377,-6.703,-45.57,20150915,161819,58699
FRF,960,1116,36.18757894,-75.74646726,902204.792,275209.616,620.124,962.286,-6.745,-45.584,20150915,161818,58698
FRF,960,1116,36.18759604,-75.74637559,902212.971,275211.783,628.55,961.521,-6.797,-45.695,20150915,161815,58695
FRF,960,1116,36.18760074,-75.74634787,902215.446,275212.386,631.082,961.24,-6.84,-45.688,20150915,161814,58694
FRF,960,1116,36.18761049,-75.74629343,902220.304,275213.627,636.071,960.743,-6.887,-45.769,20150915,161812,58692
FRF,960,1116,36.18761442,-75.74626435,902222.904,275214.149,638.693,960.343,-6.915,-45.783,20150915,161811,58691
FRF,960,1116,36.18762462,-75.74620399,902228.294,275215.458,644.205,959.727,-6.966,-45.821,20150915,161809,58689
FRF,960,1116,36.18763025,-75.74617258,902231.097,275216.176,647.085,959.442,-7.001,-45.833,20150915,161808,58688
FRF,960,1116,36.18764427,-75.7461099,902236.681,275217.915,652.927,959.163,-7.045,-45.941,20150915,161806,58686
FRF,960,1116,36.18765303,-75.74607977,902239.358,275218.975,655.805,959.243,-7.081,-45.947,20150915,161805,58685
FRF,960,1116,36.18767214,-75.74602133,902244.542,275221.267,661.46,959.621,-7.131,-46.004,20150915,161803,58683
FRF,960,1116,36.18767975,-75.74599282,902247.078,275222.195,664.161,959.624,-7.159,-46.001,20150915,161802,58682
FRF,960,1116,36.18769214,-75.74593609,902252.133,275223.737,669.438,959.342,-7.194,-46.079,20150915,161800,58680
FRF,960,1116,36.18769544,-75.74590654,902254.778,275224.19,672.078,958.862,-7.221,-46.085,20150915,161759,58679
FRF,960,1116,36.18769979,-75.74587637,902257.474,275224.761,674.807,958.475,-7.264,-46.119,20150915,161758,58678
FRF,960,1116,36.1877022,-75.74584498,902260.287,275225.121,677.573,957.85,-7.295,-46.139,20150915,161757,58677
FRF,960,1116,36.18771387,-75.74574719,902269.036,275226.703,686.335,956.341,-7.333,-46.219,20150915,161754,58674
FRF,960,1116,36.18771867,-75.74571472,902271.938,275227.332,689.277,955.938,-7.366,-46.229,20150915,161753,58673
FRF,960,1116,36.18772321,-75.74568309,902274.765,275227.928,692.137,955.53,-7.411,-46.276,20150915,161752,58672
FRF,960,1116,36.18772629,-75.74565294,902277.464,275228.359,694.82,955.01,-7.438,-46.284,20150915,161751,58671
FRF,960,1116,36.18773725,-75.74556821,902285.042,275229.824,702.442,953.792,-7.462,-46.367,20150915,161748,58668
FRF,960,1116,36.1877415,-75.74554035,902287.532,275230.377,704.971,953.459,-7.485,-46.353,20150915,161747,58667
FRF,960,1116,36.18774417,-75.74551174,902290.094,275230.758,707.508,952.94,-7.523,-46.351,20150915,161746,58666
FRF,960,1116,36.18774548,-75.74548274,902292.696,275230.989,710.032,952.266,-7.544,-46.39,20150915,161745,58665
FRF,960,1116,36.18775263,-75.7453902,902300.989,275232.055,718.189,950.427,-7.577,-46.473,20150915,161742,58662
FRF,960,1116,36.18775427,-75.74535812,902303.868,275232.331,720.988,949.701,-7.611,-46.475,20150915,161741,58661
FRF,960,1116,36.18775891,-75.74529705,902309.341,275233.025,726.368,948.479,-7.645,-46.518,20150915,161739,58659
FRF,960,1116,36.1877616,-75.74526791,902311.95,275233.409,728.951,947.946,-7.662,-46.521,20150915,161738,58658
FRF,960,1116,36.18776625,-75.74523997,902314.446,275234.007,731.501,947.653,-7.687,-46.556,20150915,161737,58657
FRF,960,1116,36.18777111,-75.74521183,902316.958,275234.629,734.074,947.377,-7.709,-46.559,20150915,161736,58656
FRF,960,1116,36.1877851,-75.74515375,902322.129,275236.352,739.522,947.225,-7.737,-46.601,20150915,161734,58654
FRF,960,1116,36.18779467,-75.74512369,902324.796,275237.503,742.422,947.394,-7.761,-46.625,20150915,161733,58653
FRF,960,1116,36.18782416,-75.74503348,902332.799,275241.039,751.152,947.975,-7.848,-46.712,20150915,161730,58650
FRF,960,1116,36.18783321,-75.74500379,902335.435,275242.131,754.003,948.099,-7.846,-46.71,20150915,161729,58649
FRF,960,1116,36.18785065,-75.74494528,902340.632,275244.237,759.607,948.298,-7.894,-46.762,20150915,161727,58647
FRF,960,1116,36.1878605,-75.74491674,902343.162,275245.414,762.387,948.537,-7.922,-46.76,20150915,161726,58646
FRF,960,1116,36.18788114,-75.74486188,902348.019,275247.864,767.789,949.176,-7.956,-46.845,20150915,161724,58644
FRF,960,1116,36.18789244,-75.74483431,902350.456,275249.199,770.536,949.596,-7.982,-46.852,20150915,161723,58643
FRF,960,1116,36.18791614,-75.74477713,902355.51,275251.996,776.242,950.493,-8.016,-46.882,20150915,161721,58641
FRF,960,1116,36.18792906,-75.74474797,902358.085,275253.514,779.181,951.037,-8.033,-46.893,20150915,161720,58640
FRF,960,1116,36.18795472,-75.7446899,902363.212,275256.532,785.032,952.117,-8.052,-46.93,20150915,161718,58638
FRF,960,1116,36.18796771,-75.7446617,902365.7,275258.056,787.891,952.697,-8.067,-46.93,20150915,161717,58637
FRF,960,1116,36.1879802,-75.74463366,902368.175,275259.524,790.719,953.229,-8.085,-46.945,20150915,161716,58636
FRF,960,1116,36.18799277,-75.74460623,902370.596,275260.999,793.499,953.785,-8.099,-46.959,20150915,161715,58635
FRF,960,1116,36.18801672,-75.74455261,902375.33,275263.813,798.91,954.808,-8.127,-46.98,20150915,161713,58633
FRF,960,1116,36.18802988,-75.74452679,902377.602,275265.349,801.571,955.473,-8.138,-46.999,20150915,161712,58632
FRF,960,1116,36.18807053,-75.74444635,902384.687,275270.094,809.852,957.505,-8.153,-47.071,20150915,161709,58629
FRF,951,1116,36.18589956,-75.75240693,901676.899,275005.876,54.379,951.633,4.297,-34.569,20150915,163141,59501
FRF,951,1116,36.18590125,-75.7523988,901677.624,275006.087,55.132,951.583,4.089,-34.777,20150915,163140,59500
FRF,951,1116,36.18590523,-75.75238524,901678.828,275006.569,56.428,951.624,3.755,-35.111,20150915,163139,59499
FRF,951,1116,36.18591059,-75.75236619,901680.521,275007.219,58.242,951.654,3.408,-35.458,20150915,163138,59498
FRF,951,1116,36.1859164,-75.75234406,901682.49,275007.928,60.334,951.646,3.235,-35.631,20150915,163137,59497
FRF,951,1116,36.18592225,-75.75232281,901684.379,275008.639,62.353,951.668,3.088,-35.778,20150915,163136,59496
FRF,951,1116,36.18592682,-75.75230403,901686.051,275009.202,64.116,951.624,2.982,-35.884,20150915,163135,59495
FRF,951,1116,36.18593481,-75.7522764,901688.505,275010.169,66.753,951.692,3.011,-35.855,20150915,163134,59494
FRF,951,1116,36.18594028,-75.75225526,901690.387,275010.838,68.75,951.676,2.953,-35.913,20150915,163133,59493
FRF,951,1116,36.18594301,-75.7522423,901691.541,275011.178,69.951,951.6,2.474,-36.392,20150915,163132,59492
FRF,951,1116,36.1859485,-75.75222394,901693.172,275011.842,71.711,951.666,2.124,-36.742,20150915,163131,59491
FRF,951,1116,36.1859547,-75.75219971,901695.328,275012.6,73.996,951.64,1.911,-36.955,20150915,163130,59490
FRF,951,1116,36.18596045,-75.75217691,901697.357,275013.305,76.144,951.607,1.783,-37.083,20150915,163129,59489
FRF,951,1116,36.18596623,-75.75215328,901699.461,275014.015,78.364,951.554,1.663,-37.203,20150915,163128,59488
FRF,951,1116,36.18597447,-75.7521253,901701.946,275015.011,81.039,951.639,1.63,-37.236,20150915,163127,59487
FRF,951,1116,36.1859809,-75.75209818,901704.361,275015.804,83.58,951.557,1.505,-37.361,20150915,163126,59486
FRF,951,1116,36.18598763,-75.75207289,901706.611,275016.626,85.975,951.559,1.208,-37.658,20150915,163125,59485
FRF,951,1116,36.18599419,-75.75204777,901708.845,275017.426,88.348,951.545,0.896,-37.97,20150915,163124,59484
FRF,951,1116,36.18600066,-75.75202248,901711.095,275018.219,90.734,951.52,0.569,-38.297,20150915,163123,59483
FRF,951,1116,36.18600726,-75.75199701,901713.361,275019.026,93.139,951.502,0.322,-38.544,20150915,163122,59482
FRF,951,1116,36.18601402,-75.7519725,901715.54,275019.848,95.468,951.528,-0.002,-38.868,20150915,163121,59481
FRF,951,1116,36.18601959,-75.75195074,901717.476,275020.53,97.52,951.506,-0.269,-39.135,20150915,163120,59480
FRF,951,1116,36.18602444,-75.75193213,901719.132,275021.122,99.279,951.495,-0.494,-39.36,20150915,163119,59479
FRF,951,1116,36.18602912,-75.75191333,901720.805,275021.697,101.048,951.463,-0.555,-39.421,20150915,163118,59478
FRF,951,1116,36.18603338,-75.75189746,901722.216,275022.216,102.551,951.467,-0.588,-39.454,20150915,163117,59477
FRF,951,1116,36.18603741,-75.75188239,901723.556,275022.706,103.978,951.468,-0.691,-39.557,20150915,163116,59476
FRF,951,1116,36.18604373,-75.75186317,901725.262,275023.465,105.841,951.597,-0.893,-39.759,20150915,163115,59475
FRF,951,1116,36.18605265,-75.75183354,901727.893,275024.54,108.681,951.706,-1.188,-40.059,20150915,163113,59473
FRF,951,1116,36.18605549,-75.7518207,901729.037,275024.893,109.877,951.646,-1.374,-39.884,20150915,163112,59472
FRF,951,1116,36.18605591,-75.75180601,901730.356,275024.983,111.147,951.279,-1.576,-39.677,20150915,163111,59471
FRF,951,1116,36.18605643,-75.75178837,901731.94,275025.093,112.673,950.84,-1.677,-39.575,20150915,163110,59470
FRF,951,1116,36.18607089,-75.75171489,901738.494,275026.913,119.453,950.306,-1.792,-40.175,20150915,163107,59467
FRF,951,1116,36.18607937,-75.75169308,901740.423,275027.917,121.61,950.589,-1.899,-40.336,20150915,163106,59466
FRF,951,1116,36.18608762,-75.75167377,901742.13,275028.889,123.546,950.917,-1.996,-40.274,20150915,163105,59465
